millis,accel_x,accel_y,accel_z,quat_w,quat_x,quat_y,quat_z,of_x,of_y
18720,0.00363405,0.00022199,-0.00026355,0.02685837,-0.97703755,0.21134564,0.00306347,
18731,0.00534181,0.00128592,0.00207312,0.02684961,-0.97703785,0.21134545,0.00305288,
18733,,,,,,,,0.00000000,0.00000000
18742,-0.00212036,-0.00257664,0.00128833,0.02684428,-0.97703803,0.21134521,0.00304196,
18753,-0.00118988,-0.00326433,0.00309320,0.02685774,-0.97703767,0.21134512,0.00304310,
18763,-0.00364670,0.00420432,0.00155423,0.02686493,-0.97703743,0.21134520,0.00304846,
18773,-0.00047295,0.00134685,0.00127303,0.02686777,-0.97703731,0.21134534,0.00305572,
18783,-0.00086208,0.01062215,0.00577110,0.02684725,-0.97703791,0.21134543,0.00305254,
18793,-0.00712965,0.00865275,0.00509044,0.02683276,-0.97703815,0.21134594,0.00306721,
18804,0.00024224,0.00640157,-0.00086512,0.02680498,-0.97703874,0.21134658,0.00308292,
18815,-0.00581455,-0.00056814,0.00128405,0.02680322,-0.97703862,0.21134701,0.00309908,
18825,-0.00419664,0.00181402,0.00211450,0.02680424,-0.97703850,0.21134731,0.00311164,
18834,,,,,,,,0.00000000,0.00000000
18836,-0.00120568,0.00153262,0.00008832,0.02680127,-0.97703856,0.21134728,0.00311005,
18846,-0.00338757,0.00213960,0.00029593,0.02680373,-0.97703862,0.21134698,0.00309892,
18857,-0.00592047,-0.00024246,-0.00301823,0.02680778,-0.97703844,0.21134710,0.00310491,
18868,-0.00497440,0.00003899,0.00020750,0.02681632,-0.97703815,0.21134725,0.00311424,
18878,-0.00572206,-0.00272709,0.00108794,0.02683026,-0.97703779,0.21134722,0.00311799,
18889,-0.00389863,-0.00506380,0.00055160,0.02684954,-0.97703731,0.21134701,0.00311624,
18900,-0.00177384,-0.01010026,0.00442619,0.02687690,-0.97703665,0.21134660,0.00311002,
18910,0.00050926,-0.00746865,0.00636349,0.02690174,-0.97703606,0.21134618,0.00310250,
18920,-0.00248432,-0.00880787,0.00659971,0.02692894,-0.97703540,0.21134594,0.00310240,
18930,0.00016165,-0.00193964,0.00452056,0.02692970,-0.97703540,0.21134593,0.00310225,
18935,,,,,,,,0.00000000,0.00000000
18940,-0.00069737,-0.00188535,0.00714309,0.02694838,-0.97703481,0.21134588,0.00310722,
18950,0.00496137,0.00277284,0.01016334,0.02695434,-0.97703469,0.21134573,0.00310334,
18961,-0.00392038,0.00214936,0.00703480,0.02694509,-0.97703493,0.21134588,0.00310582,
18972,-0.00419560,-0.00035965,0.00717951,0.02694113,-0.97703493,0.21134612,0.00311441,
18983,0.00053434,-0.00354439,0.00334561,0.02695024,-0.97703469,0.21134597,0.00311160,
18993,0.00556960,0.00726864,0.00509078,0.02693276,-0.97703516,0.21134600,0.00310685,
19003,0.00199897,-0.00023378,0.00205711,0.02693706,-0.97703505,0.21134597,0.00310762,
19013,0.00511936,0.00256866,0.00395824,0.02692493,-0.97703528,0.21134642,0.00312163,
19023,0.00667955,0.00396987,0.00490881,0.02691887,-0.97703540,0.21134666,0.00312863,
19033,0.00890923,0.00661598,0.00611651,0.02690954,-0.97703564,0.21134667,0.00312634,
19036,,,,,,,,0.00000000,0.00000000
19043,0.00438595,0.00283497,0.00623208,0.02691362,-0.97703564,0.21134631,0.00311392,
19054,0.00236082,0.00800928,0.00677815,0.02690946,-0.97703588,0.21134605,0.00310234,
19065,0.00158477,0.00717084,0.00265665,0.02690096,-0.97703612,0.21134599,0.00309732,
19075,-0.00220597,0.00234183,0.00890432,0.02689109,-0.97703636,0.21134622,0.00310328,
19085,-0.00043160,0.00139217,0.00323908,0.02688678,-0.97703642,0.21134642,0.00310948,
19095,-0.00490025,0.00432005,-0.00252322,0.02687936,-0.97703648,0.21134681,0.00312204,
19105,-0.00252642,0.00064177,-0.00491609,0.02686584,-0.97703689,0.21134669,0.00311299,
19115,-0.00060708,-0.00167039,0.00023513,0.02686404,-0.97703695,0.21134660,0.00310908,
19125,0.00254985,-0.00305535,0.00574043,0.02687256,-0.97703677,0.21134642,0.00310513,
19135,-0.00147928,-0.00129879,0.00946201,0.02688015,-0.97703660,0.21134633,0.00310455,
19136,,,,,,,,0.00000000,0.00000000
19146,-0.00687368,0.00250154,0.00326616,0.02688595,-0.97703624,0.21134681,0.00312525,
19157,-0.00031642,-0.00557754,0.00383035,0.02690138,-0.97703594,0.21134648,0.00311799,
19168,-0.00241651,-0.00446723,-0.00028209,0.02691914,-0.97703552,0.21134615,0.00311189,
19179,-0.00220770,-0.00224125,0.00083552,0.02691263,-0.97703552,0.21134672,0.00313147,
19189,-0.00014255,-0.00234896,-0.00055880,0.02691028,-0.97703552,0.21134701,0.00314216,
19199,-0.00107835,-0.00167802,0.00338271,0.02690355,-0.97703570,0.21134707,0.00314287,
19209,-0.00394952,-0.00086190,0.00340034,0.02690137,-0.97703558,0.21134758,0.00316171,
19219,0.00531894,0.00173580,-0.00000882,0.02689136,-0.97703588,0.21134749,0.00315542,
19230,-0.00197157,-0.00230593,0.00023973,0.02690492,-0.97703546,0.21134761,0.00316494,
19236,,,,,,,,0.00000000,0.00000000
19241,0.00022729,0.00443175,0.00475854,0.02689822,-0.97703564,0.21134773,0.00316720,
19252,0.00231091,0.00094940,0.00775799,0.02688686,-0.97703588,0.21134792,0.00317109,
19262,0.00164374,0.00239731,0.00509970,0.02688664,-0.97703588,0.21134794,0.00317184,
19272,0.00034122,0.00092399,0.00572368,0.02688731,-0.97703582,0.21134803,0.00317565,
19282,0.00164308,0.00307888,0.00360189,0.02687133,-0.97703612,0.21134838,0.00318452,
19292,-0.00403838,-0.00170305,0.00254100,0.02686391,-0.97703624,0.21134873,0.00319551,
19303,-0.00104263,0.00298606,0.00298711,0.02685641,-0.97703648,0.21134864,0.00318961,
19314,-0.00782264,0.00118022,0.00687228,0.02685583,-0.97703642,0.21134889,0.00319914,
19324,-0.00900013,-0.00020334,0.00368791,0.02686217,-0.97703618,0.21134910,0.00320946,
19334,-0.00687281,-0.00332891,-0.00230644,0.02687285,-0.97703576,0.21134949,0.00322871,
19336,,,,,,,,0.00000000,0.00000000
19344,-0.00382550,-0.00975161,-0.00261806,0.02689223,-0.97703505,0.21134987,0.00325067,
19354,0.00209268,-0.00247255,-0.00350630,0.02689918,-0.97703475,0.21135011,0.00326245,
19364,0.00480000,-0.00515778,-0.00346213,0.02691017,-0.97703445,0.21134998,0.00326113,
19374,-0.00043813,-0.00017563,-0.00124279,0.02690463,-0.97703457,0.21135008,0.00326332,
19384,0.00400762,0.00252907,-0.00110967,0.02688712,-0.97703505,0.21135014,0.00325994,
19395,0.00474276,0.00095936,0.00335141,0.02687947,-0.97703540,0.21134990,0.00324806,
19406,0.00047929,0.00405024,0.00192748,0.02686253,-0.97703588,0.21135002,0.00324719,
19416,0.00591592,-0.00585605,-0.00342316,0.02686256,-0.97703588,0.21134999,0.00324627,
19426,0.00958790,-0.00616289,-0.00072739,0.02686656,-0.97703588,0.21134959,0.00323198,
19436,,,,,,,,0.00000000,0.00000000
19436,0.00485499,-0.00338662,0.00036873,0.02686963,-0.97703576,0.21134964,0.00323466,
19447,-0.00433215,-0.00637776,0.00384647,0.02687879,-0.97703546,0.21134977,0.00324334,
19458,-0.01084070,0.00112936,-0.00271544,0.02687217,-0.97703540,0.21135056,0.00327225,
19469,-0.00700726,-0.00267018,-0.00135772,0.02687688,-0.97703516,0.21135089,0.00328692,
19479,0.00047128,-0.00506587,-0.00409683,0.02687311,-0.97703540,0.21135044,0.00326788,
19489,-0.00286189,-0.00599668,0.00185784,0.02688100,-0.97703528,0.21135014,0.00325913,
19499,0.00592379,-0.00135802,0.00093655,0.02687073,-0.97703576,0.21134967,0.00323733,
19509,0.01027848,-0.00538635,0.01121809,0.02686007,-0.97703624,0.21134900,0.00320751,
19519,0.00851906,0.00112915,0.01782371,0.02684542,-0.97703683,0.21134838,0.00317864,
19529,0.01056904,-0.00246429,0.01331401,0.02682786,-0.97703743,0.21134818,0.00316488,
19536,,,,,,,,0.00000000,0.00000000
19540,0.00353739,-0.00231552,0.01154745,0.02681836,-0.97703773,0.21134812,0.00315914,
19551,-0.00019969,-0.00392723,0.00797862,0.02682577,-0.97703749,0.21134824,0.00316670,
19561,-0.00230474,-0.00401592,0.00692663,0.02682426,-0.97703743,0.21134844,0.00317427,
19571,-0.00286898,-0.00525045,0.00615649,0.02683681,-0.97703713,0.21134835,0.00317577,
19581,-0.00118272,-0.00099254,0.00845697,0.02683929,-0.97703701,0.21134850,0.00318280,
19591,0.00426093,-0.00614965,0.00179471,0.02685746,-0.97703671,0.21134788,0.00316430,
19601,0.00453373,-0.00088519,0.00480360,0.02687902,-0.97703630,0.21134728,0.00314876,
19611,-0.00092985,-0.00093850,-0.00003960,0.02689103,-0.97703600,0.21134715,0.00314786,
19621,-0.00218154,0.00097270,0.00852512,0.02689165,-0.97703588,0.21134740,0.00315815,
19632,0.00132775,-0.00074961,0.00035631,0.02689574,-0.97703582,0.21134728,0.00315534,
19636,,,,,,,,0.00000000,0.00000000
19643,-0.00176227,0.00834559,-0.00225562,0.02687698,-0.97703612,0.21134800,0.00317678,
19653,-0.00210184,0.00628614,0.00498333,0.02685677,-0.97703660,0.21134827,0.00318021,
19664,0.00384715,0.00303626,0.00396414,0.02683801,-0.97703695,0.21134874,0.00319308,
19674,0.00020696,0.00169360,0.00198970,0.02684284,-0.97703695,0.21134849,0.00318465,
19684,-0.00693845,0.00076288,0.00417631,0.02684357,-0.97703671,0.21134901,0.00320559,
19694,-0.00365996,0.00538632,0.00600203,0.02682904,-0.97703689,0.21134967,0.00322591,
19704,-0.00663650,0.00135039,0.00715904,0.02682323,-0.97703683,0.21135023,0.00324619,
19714,0.00090844,-0.00165940,0.00383129,0.02681248,-0.97703701,0.21135062,0.00325791,
19725,-0.00116321,0.00316810,0.00534124,0.02680173,-0.97703719,0.21135107,0.00327230,
19736,,,,,,,,0.00000000,0.00000000
19736,-0.00464807,0.00337696,0.00975833,0.02679021,-0.97703743,0.21135132,0.00327837,
19746,-0.00587934,-0.00163794,0.00806062,0.02679097,-0.97703731,0.21135162,0.00329029,
19756,0.00082925,-0.00217700,0.00013169,0.02679734,-0.97703707,0.21135168,0.00329486,
19766,-0.00313304,-0.00219476,0.00617699,0.02680575,-0.97703683,0.21135178,0.00330205,
19776,-0.00192510,-0.00366086,0.00871136,0.02681678,-0.97703648,0.21135193,0.00331170,
19786,-0.00132876,-0.00826964,0.01266409,0.02683426,-0.97703606,0.21135171,0.00330959,
19796,0.00237975,-0.00181548,0.00951350,0.02682873,-0.97703618,0.21135175,0.00330950,
19807,0.01177947,0.00383774,0.00720579,0.02681733,-0.97703660,0.21135154,0.00329780,
19818,0.00209030,0.00443657,0.00702849,0.02679623,-0.97703707,0.21135184,0.00330183,
19828,0.00116722,0.00716976,0.00156875,0.02678397,-0.97703731,0.21135220,0.00331188,
19837,,,,,,,,0.00000000,0.00000000
19838,-0.00294880,0.00340941,0.00274513,0.02678085,-0.97703731,0.21135250,0.00332293,
19848,0.00278280,-0.00163697,0.00089191,0.02677810,-0.97703743,0.21135230,0.00331443,
19859,0.00535869,-0.00777649,-0.00223196,0.02679576,-0.97703725,0.21135139,0.00328506,
19869,0.00371694,-0.00644409,-0.00379390,0.02680864,-0.97703707,0.21135083,0.00326739,
19880,0.00459742,0.00156158,-0.00188932,0.02682054,-0.97703689,0.21135040,0.00325487,
19891,0.00160444,0.00190994,0.00296922,0.02682931,-0.97703683,0.21134993,0.00323999,
19902,-0.00425607,-0.00134148,0.00149224,0.02683321,-0.97703665,0.21135007,0.00324694,
19912,-0.00620213,-0.00247891,0.00392758,0.02683677,-0.97703648,0.21135026,0.00325568,
19922,-0.00159045,-0.00134626,0.00319212,0.02683123,-0.97703671,0.21135004,0.00324511,
19932,0.00439277,0.00168435,0.00843963,0.02683907,-0.97703648,0.21134996,0.00324504,
19937,,,,,,,,0.00000000,0.00000000
19943,-0.00115292,0.00416096,0.00349502,0.02683645,-0.97703648,0.21135014,0.00325177,
19954,0.00191835,0.00050883,0.00614967,0.02682993,-0.97703671,0.21135005,0.00324613,
19964,0.00248505,-0.00811503,0.00381489,0.02684750,-0.97703624,0.21134987,0.00324525,
19974,-0.00087082,0.00023783,0.00948343,0.02684506,-0.97703624,0.21135026,0.00325956,
19984,0.00499672,0.00220174,0.00523763,0.02683123,-0.97703660,0.21135029,0.00325605,
19994,0.00061390,-0.00412526,0.00677683,0.02683540,-0.97703648,0.21135026,0.00325634,
20004,-0.00424017,-0.00532038,0.00534917,0.02684628,-0.97703612,0.21135044,0.00326765,
20014,-0.00275332,0.00142153,0.00291873,0.02686002,-0.97703576,0.21135047,0.00327350,
20025,0.00114104,0.00185518,0.00561738,0.02685851,-0.97703588,0.21135029,0.00326658,
20036,0.00089858,-0.00037704,0.00257218,0.02685654,-0.97703588,0.21135035,0.00326877,
20037,,,,,,,,0.00000000,0.00000000
20047,0.00857460,0.00021584,0.00861794,0.02685578,-0.97703600,0.21135016,0.00326104,
20058,0.01066547,0.00099293,0.00651386,0.02684531,-0.97703642,0.21134973,0.00324077,
20068,0.01068857,-0.00108282,0.00936808,0.02682458,-0.97703719,0.21134916,0.00321112,
20078,0.00435246,0.00273160,0.01128346,0.02680111,-0.97703791,0.21134904,0.00319861,
20088,-0.00004392,0.00241866,0.00931147,0.02677424,-0.97703862,0.21134907,0.00319050,
20098,0.00092408,-0.00430672,0.00759305,0.02677207,-0.97703874,0.21134885,0.00318139,
20109,-0.00394775,-0.00351902,0.00575728,0.02677178,-0.97703874,0.21134886,0.00318245,
20120,-0.00224090,-0.00116442,0.00557182,0.02677611,-0.97703868,0.21134874,0.00317897,
20130,-0.00164688,0.00024939,0.00816463,0.02677326,-0.97703886,0.21134850,0.00316887,
20138,,,,,,,,0.00000000,0.00000000
20140,-0.00305885,0.00192523,0.00335752,0.02676797,-0.97703898,0.21134853,0.00316808,
20150,-0.00669453,0.00811136,0.00363952,0.02675214,-0.97703940,0.21134868,0.00316888,
20160,-0.00334726,0.00385732,0.00525299,0.02673720,-0.97703958,0.21134934,0.00318976,
20170,0.00244624,-0.00022283,0.00898941,0.02672680,-0.97703993,0.21134931,0.00318514,
20180,-0.00416323,-0.00006564,0.00670723,0.02672424,-0.97703993,0.21134943,0.00318945,
20190,-0.00552247,-0.00046770,0.00703098,0.02672547,-0.97703993,0.21134943,0.00318955,
20201,0.00136627,0.00007133,0.00498796,0.02672970,-0.97703981,0.21134928,0.00318573,
20212,-0.00053757,0.00156154,0.00201333,0.02673417,-0.97703958,0.21134955,0.00319757,
20222,0.00095955,-0.00305681,-0.00020641,0.02674247,-0.97703934,0.21134964,0.00320422,
20232,0.00340946,-0.00559487,0.00674036,0.02675350,-0.97703910,0.21134949,0.00320236,
20239,,,,,,,,0.00000000,0.00000000
20242,0.00558046,-0.00563557,0.00703992,0.02675899,-0.97703910,0.21134901,0.00318599,
20252,0.00810029,-0.00320688,0.00377173,0.02675989,-0.97703928,0.21134838,0.00316142,
20262,0.00887192,-0.00541814,0.00409076,0.02675783,-0.97703946,0.21134816,0.00315226,
20272,0.00537438,-0.00093905,0.00157236,0.02674418,-0.97703969,0.21134853,0.00316249,
20283,0.00678417,-0.00309404,0.00519597,0.02673600,-0.97703993,0.21134852,0.00315915,
20294,0.00213324,-0.00271432,0.00627535,0.02672984,-0.97704005,0.21134871,0.00316441,
20304,0.00176089,-0.00008305,0.00632676,0.02672762,-0.97704005,0.21134883,0.00316882,
20314,0.00232240,-0.00168947,0.00805382,0.02673204,-0.97703981,0.21134904,0.00317856,
20324,-0.00178375,-0.00076844,0.00427868,0.02674340,-0.97703952,0.21134904,0.00318270,
20334,-0.00309677,-0.00250519,0.00434424,0.02674876,-0.97703934,0.21134913,0.00318843,
20340,,,,,,,,0.00000000,0.00000000
20344,-0.00080833,0.00178390,0.00755084,0.02676682,-0.97703886,0.21134916,0.00319579,
20355,-0.00599651,0.00002220,0.00085336,0.02677808,-0.97703844,0.21134938,0.00320880,
20366,0.00190744,0.00159038,0.00360814,0.02678637,-0.97703815,0.21134946,0.00321458,
20376,0.00343328,-0.00079172,0.00156756,0.02679594,-0.97703779,0.21134961,0.00322381,
20386,0.00418856,-0.00001439,0.00469766,0.02680806,-0.97703755,0.21134949,0.00322322,
20396,0.00578691,0.00233503,0.01236622,0.02681641,-0.97703731,0.21134937,0.00322148,
20406,-0.00095939,-0.00283792,0.00887629,0.02682445,-0.97703707,0.21134955,0.00323137,
20416,0.00006199,0.00303661,0.00371335,0.02678729,-0.97703791,0.21135023,0.00324553,
20426,0.00396776,0.00183111,0.00747954,0.02677104,-0.97703838,0.21135023,0.00324030,
20437,-0.00213599,0.00000766,0.00350326,0.02676198,-0.97703862,0.21135026,0.00323919,
20440,,,,,,,,0.00000000,0.00000000
20448,0.00749981,-0.00331496,0.00102684,0.02677066,-0.97703844,0.21134995,0.00322988,
20458,0.00693899,-0.00108527,0.00052105,0.02676937,-0.97703850,0.21134982,0.00322465,
20468,0.00327113,-0.00193119,0.00222128,0.02676476,-0.97703850,0.21135014,0.00323570,
20478,0.00046064,-0.00404787,0.00331553,0.02677043,-0.97703832,0.21135020,0.00324058,
20488,0.00511313,-0.00097871,-0.00004359,0.02675879,-0.97703880,0.21134982,0.00322146,
20498,0.00037456,-0.00138962,0.00340380,0.02675727,-0.97703886,0.21134984,0.00322232,
20508,0.00237692,0.00377601,0.00561578,0.02675622,-0.97703898,0.21134955,0.00321063,
20518,0.00240153,-0.00120953,-0.00109073,0.02675647,-0.97703904,0.21134940,0.00320454,
20529,-0.00318614,0.00239359,-0.00273500,0.02675308,-0.97703910,0.21134955,0.00320903,
20540,0.00106959,0.00395864,-0.00331300,0.02675049,-0.97703928,0.21134919,0.00319454,
20541,,,,,,,,0.00000000,0.00000000
20550,-0.00556109,0.00082728,0.00152496,0.02675049,-0.97703922,0.21134946,0.00320523,
20560,-0.00206338,0.00389264,-0.00118302,0.02674317,-0.97703946,0.21134937,0.00319944,
20570,-0.00322896,0.00370871,0.00063682,0.02673847,-0.97703952,0.21134953,0.00320449,
20580,0.00057516,0.00091594,0.00326336,0.02672537,-0.97703981,0.21134964,0.00320401,
20590,-0.00166555,0.00340292,0.00384420,0.02671186,-0.97704011,0.21134992,0.00321072,
20600,-0.00129817,0.00292216,0.00486705,0.02669809,-0.97704029,0.21135046,0.00322738,
20610,-0.00134336,-0.00023264,0.00220464,0.02669920,-0.97704017,0.21135083,0.00324251,
20621,-0.00039702,-0.01008794,0.00257479,0.02671255,-0.97703981,0.21135074,0.00324401,
20632,0.00009904,-0.00669192,0.00544542,0.02673325,-0.97703922,0.21135077,0.00325266,
20641,,,,,,,,0.00000000,0.00000000
20643,0.00108712,-0.00523042,0.00224206,0.02674847,-0.97703874,0.21135078,0.00325856,
20653,-0.00015072,-0.00545334,-0.00009205,0.02676412,-0.97703844,0.21135038,0.00324856,
20663,0.00190065,-0.00118553,-0.00077082,0.02676157,-0.97703862,0.21135014,0.00323860,
20674,-0.00047637,-0.00488812,0.00011050,0.02677190,-0.97703838,0.21135008,0.00323973,
20685,0.00054001,-0.00138357,0.00445741,0.02677282,-0.97703832,0.21135014,0.00324274,
20695,0.00348961,0.00158177,0.00418946,0.02676879,-0.97703838,0.21135023,0.00324515,
20706,-0.00091785,0.00110369,0.00796174,0.02676186,-0.97703862,0.21135011,0.00323771,
20717,0.00028875,-0.00350699,0.00960373,0.02676572,-0.97703862,0.21134977,0.00322585,
20727,-0.00225888,-0.00263851,0.00212395,0.02677019,-0.97703844,0.21134992,0.00323346,
20737,0.00791139,0.00628725,0.00205380,0.02674601,-0.97703910,0.21134995,0.00322640,
20742,,,,,,,,0.00000000,0.00000000
20747,0.00227723,0.00367768,0.00713804,0.02673897,-0.97703922,0.21135017,0.00323283,
20757,0.00459473,0.00916306,0.01188506,0.02671201,-0.97703981,0.21135069,0.00324417,
20767,0.00428864,0.00800713,0.00766677,0.02670271,-0.97704005,0.21135090,0.00324944,
20778,-0.00197555,-0.00157352,0.00995216,0.02671234,-0.97703981,0.21135071,0.00324534,
20789,-0.00143791,-0.00028322,0.00694446,0.02670730,-0.97703993,0.21135086,0.00324935,
20799,-0.00555599,0.00011016,0.00373163,0.02670300,-0.97703993,0.21135107,0.00325650,
20809,-0.00100798,0.00516677,-0.00129275,0.02669178,-0.97704011,0.21135154,0.00327123,
20819,-0.00067946,0.00524605,-0.00087526,0.02668322,-0.97704023,0.21135187,0.00328185,
20829,-0.00317787,0.00747532,0.00397216,0.02667519,-0.97704029,0.21135244,0.00330116,
20839,-0.00052082,0.00467607,0.00175720,0.02666983,-0.97704035,0.21135271,0.00330985,
20842,,,,,,,,0.00000000,0.00000000
20849,-0.00283151,0.00253640,0.00089386,0.02666565,-0.97704029,0.21135317,0.00332678,
20859,0.00090358,0.00123768,0.00412430,0.02666895,-0.97704017,0.21135335,0.00333521,
20869,0.00228284,0.00471583,0.00085670,0.02666084,-0.97704029,0.21135357,0.00334156,
20879,-0.00191797,0.00251050,0.00703541,0.02663596,-0.97704089,0.21135393,0.00334684,
20890,-0.00376660,0.00017951,0.00450953,0.02662111,-0.97704118,0.21135420,0.00335280,
20901,-0.00346258,-0.00367154,0.00153760,0.02661599,-0.97704124,0.21135445,0.00336106,
20912,-0.00109042,0.00463396,0.00420203,0.02660508,-0.97704136,0.21135494,0.00337644,
20922,0.00301009,0.00707009,0.00529010,0.02659209,-0.97704172,0.21135511,0.00337882,
20932,-0.00614724,0.00632740,0.00241617,0.02658542,-0.97704172,0.21135554,0.00339420,
20942,,,,,,,,0.00000000,0.00000000
20942,0.00122173,-0.00062048,0.00659444,0.02658755,-0.97704172,0.21135545,0.00339178,
20953,-0.00264689,-0.00383502,0.00135935,0.02659872,-0.97704136,0.21135542,0.00339411,
20964,0.00176646,-0.00176492,-0.00345546,0.02661106,-0.97704107,0.21135528,0.00339338,
20974,-0.00065791,0.00413768,0.00683245,0.02661245,-0.97704101,0.21135542,0.00339948,
20984,0.00007540,0.00293859,-0.00340445,0.02661189,-0.97704101,0.21135540,0.00339890,
20994,-0.00099990,0.00404040,0.00343999,0.02661041,-0.97704095,0.21135573,0.00341128,
21004,-0.00542854,0.00872644,0.00490908,0.02660151,-0.97704101,0.21135616,0.00342565,
21014,-0.00254642,0.00376813,0.00808503,0.02660744,-0.97704095,0.21135587,0.00341637,
21024,-0.00306612,0.00447043,0.00527848,0.02661142,-0.97704095,0.21135560,0.00340684,
21035,-0.00600388,-0.00493642,0.00045723,0.02661809,-0.97704077,0.21135551,0.00340600,
